candidate_id,rank,score,reasoning
CAND_0044222,50,0.7262,"Matches: nlp, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0001980,51,0.7261,"Matches: faiss, langchain | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0000932,52,0.7257,"Matches: faiss, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000847,53,0.7253,"Matches: faiss, computer vision | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0007460,54,0.7252,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0007460,55,0.7252,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0000987,56,0.7231,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0003557,57,0.7221,"Matches: computer vision, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0055992,58,0.7219,"Matches: faiss, langchain | Missing: valuation, rust | Over: 17y vs max 9y | Strong trajectory | Active candidate"
CAND_0055992,59,0.7219,"Matches: faiss, langchain | Missing: valuation, rust | Over: 17y vs max 9y | Strong trajectory | Active candidate"
CAND_0070496,60,0.7219,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0070496,61,0.7219,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0003575,62,0.7217,"Matches: nlp, embeddings | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0003560,63,0.7215,"Matches: rust, langchain | Missing: valuation, git | Over: 13y vs max 9y | Strong trajectory | Active candidate"
CAND_0059017,64,0.72,"Matches: faiss, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory | Active candidate"
CAND_0059017,65,0.72,"Matches: faiss, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory | Active candidate"
CAND_0005538,66,0.7193,"Matches: python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0005538,67,0.7193,"Matches: python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0004534,68,0.7192,"Matches: computer vision | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0020350,69,0.7192,"Matches: faiss, nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0020350,70,0.7192,"Matches: faiss, nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0031593,71,0.7192,"Matches: langchain, embeddings | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0031593,72,0.7192,"Matches: langchain, embeddings | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0002344,73,0.7188,"Matches: nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0094759,74,0.7188,"Matches: faiss, nlp | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0094759,75,0.7188,"Matches: faiss, nlp | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0000915,76,0.7187,"Matches: faiss, embeddings | Missing: valuation, rust | Over: 9y vs max 9y | Strong trajectory"
CAND_0092706,77,0.7181,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0092706,78,0.7181,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0075491,79,0.7179,"Matches: computer vision, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0075491,80,0.7179,"Matches: computer vision, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0090300,81,0.7177,"Matches: langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0090300,82,0.7177,"Matches: langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0000967,83,0.7171,"Matches: faiss, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0001610,84,0.7167,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 3y vs 5y needed | Strong trajectory"
CAND_0051466,85,0.7161,"Matches: langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0051466,86,0.7161,"Matches: langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0005311,87,0.7161,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0005311,88,0.7161,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0049896,89,0.7158,"Matches: computer vision, nlp | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0049896,90,0.7158,"Matches: computer vision, nlp | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0001088,91,0.7157,"Matches: faiss, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0000739,92,0.7156,"Matches: faiss, embeddings | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0017590,93,0.7151,"Matches: faiss, computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0017590,94,0.7151,"Matches: faiss, computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0001347,95,0.7149,"Matches: rust, faiss | Missing: valuation, git | 9y exp matches requirement | Strong trajectory"
CAND_0004477,96,0.7148,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0002413,97,0.7144,"Matches: computer vision, go | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0055960,98,0.7143,"Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0055960,99,0.7143,"Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0047310,100,0.7142,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0047310,101,0.7142,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0058146,102,0.7141,"Matches: computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0058146,103,0.7141,"Matches: computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0004800,104,0.7133,"Matches: faiss, langchain | Missing: valuation, rust | Over: 12y vs max 9y | Strong trajectory"
CAND_0004236,105,0.7132,"Matches: rust, faiss | Missing: valuation, git | Below: 5y vs 5y needed | Strong trajectory"
CAND_0087630,106,0.7131,"Matches: nlp, embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0087630,107,0.7131,"Matches: nlp, embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000422,108,0.7127,"Matches: python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0068351,109,0.7126,"Matches: nlp, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0068351,110,0.7126,"Matches: nlp, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0003895,111,0.7123,"Matches: faiss, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0043958,112,0.7122,"Matches: faiss | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0043958,113,0.7122,"Matches: faiss | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0054859,114,0.712,"Matches: rust, computer vision | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0054859,115,0.712,"Matches: rust, computer vision | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0054546,116,0.7118,"Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0054546,117,0.7118,"Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0006757,118,0.7116,"Matches: computer vision, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0006757,119,0.7116,"Matches: computer vision, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0014858,120,0.7115,"Matches: faiss, langchain | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0014858,121,0.7115,"Matches: faiss, langchain | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0001600,122,0.7114,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002631,123,0.7113,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002590,124,0.7113,"Matches: langchain, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0065139,125,0.7111,"Matches: computer vision, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0065139,126,0.7111,"Matches: computer vision, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0003515,127,0.7109,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002005,128,0.7109,"Matches: faiss, langchain | Missing: valuation, rust | Over: 11y vs max 9y | Strong trajectory"
CAND_0004972,129,0.7109,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0001206,130,0.7108,"Matches: faiss | Missing: valuation, rust | 9y exp matches requirement | Strong trajectory"
CAND_0002557,131,0.7107,"Matches: faiss, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0002793,132,0.7104,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0000664,133,0.7103,"Matches: rust, faiss | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0000322,134,0.7102,"Matches: rust, langchain | Missing: valuation, git | Over: 12y vs max 9y | Strong trajectory"
CAND_0002120,135,0.7102,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0098288,136,0.7101,"Matches: nlp, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0098288,137,0.7101,"Matches: nlp, python | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0002706,138,0.7098,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory | Active candidate"
CAND_0094165,139,0.7097,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0094165,140,0.7097,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0091899,141,0.7095,"Matches: faiss, computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0091899,142,0.7095,"Matches: faiss, computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0001651,143,0.7092,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0028430,144,0.7091,"Matches: rust, computer vision | Missing: valuation, git | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0028430,145,0.7091,"Matches: rust, computer vision | Missing: valuation, git | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0078508,146,0.7089,"Matches: nlp, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0078508,147,0.7089,"Matches: nlp, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0001009,148,0.7088,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0078785,149,0.7087,"Matches: langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0078785,150,0.7087,"Matches: langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0006567,151,0.7082,"Matches: nlp, python | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0006567,152,0.7082,"Matches: nlp, python | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0051615,153,0.7082,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0051615,154,0.7082,"Matches: computer vision, nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0000120,155,0.7081,"Matches: langchain, embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0053591,156,0.7081,"Matches: langchain, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0053591,157,0.7081,"Matches: langchain, embeddings | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory | Active candidate"
CAND_0003004,158,0.7073,"Matches: faiss, langchain | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0001729,159,0.7073,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003717,160,0.7068,"Matches: go | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0091748,161,0.7068,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0091748,162,0.7068,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002344,163,0.7065,"Matches: nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0002344,164,0.7065,"Matches: nlp | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory"
CAND_0054100,165,0.7064,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0054100,166,0.7064,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0002545,167,0.7062,"Matches: rust, faiss | Missing: valuation, git | 7y exp matches requirement | Strong trajectory"
CAND_0060072,168,0.7062,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0060072,169,0.7062,"Matches: embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0071747,170,0.7062,"Matches: python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0071747,171,0.7062,"Matches: python | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0001095,172,0.7056,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0044890,173,0.7056,"Matches: rust, faiss | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0044890,174,0.7056,"Matches: rust, faiss | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0029439,175,0.7056,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0029439,176,0.7056,"Matches: nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0004500,177,0.7055,"Matches: rust, faiss | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0043829,178,0.7054,"Matches: go | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0043829,179,0.7054,"Matches: go | Missing: valuation, rust | Below: 5y vs 5y needed | Strong trajectory | Active candidate"
CAND_0002257,180,0.7053,"Matches: computer vision | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0001776,181,0.7052,"Matches: faiss, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0002884,182,0.7052,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0002112,183,0.7051,"Matches: rust, faiss | Missing: valuation, git | 6y exp matches requirement | Strong trajectory"
CAND_0002950,184,0.705,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0001547,185,0.705,"Matches: computer vision, go | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0003805,186,0.7047,"Matches: faiss, langchain | Missing: valuation, rust | Over: 14y vs max 9y | Strong trajectory"
CAND_0070653,187,0.7046,"Matches: faiss, computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0070653,188,0.7046,"Matches: faiss, computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0080102,189,0.7046,"Matches: computer vision, nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0080102,190,0.7046,"Matches: computer vision, nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0006821,191,0.7045,"Matches: faiss, computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0006821,192,0.7045,"Matches: faiss, computer vision | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0002830,193,0.7044,"Matches: faiss, langchain | Missing: valuation, rust | Over: 9y vs max 9y | Strong trajectory"
CAND_0001193,194,0.7044,"Matches: rust, computer vision | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0010541,195,0.7043,"Matches: computer vision, nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0010541,196,0.7043,"Matches: computer vision, nlp | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0080315,197,0.7043,"Matches: faiss, nlp | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0080315,198,0.7043,"Matches: faiss, nlp | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0000330,199,0.7041,"Matches: rust, langchain | Missing: valuation, git | Over: 12y vs max 9y | Strong trajectory"
CAND_0051936,200,0.7041,"Matches: python, embeddings | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0051936,201,0.7041,"Matches: python, embeddings | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0002623,202,0.704,"Matches: faiss, langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0001968,203,0.7038,"Matches: nlp | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory | Active candidate"
CAND_0003641,204,0.7035,"Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0004320,205,0.7034,"Matches: faiss, langchain | Missing: valuation, rust | Over: 12y vs max 9y | Strong trajectory"
CAND_0001227,206,0.7032,"Matches: computer vision | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0096131,207,0.7031,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0096131,208,0.7031,"Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
CAND_0002979,209,0.7028,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0082973,210,0.7028,"Matches: computer vision, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0082973,211,0.7028,"Matches: computer vision, python | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0000273,212,0.7027,"Missing: valuation, rust | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0001940,213,0.7023,"Matches: faiss, computer vision | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0000541,214,0.7021,"Matches: faiss, langchain | Missing: valuation, rust | Over: 12y vs max 9y | Strong trajectory"
CAND_0003117,215,0.702,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0002525,216,0.7018,"Matches: faiss, embeddings | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0069248,217,0.7018,"Matches: rust, faiss | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0069248,218,0.7018,"Matches: rust, faiss | Missing: valuation, git | 5y exp matches requirement | Strong trajectory"
CAND_0082333,219,0.7017,"Matches: rust, go | Missing: valuation, git | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0082333,220,0.7017,"Matches: rust, go | Missing: valuation, git | 6y exp matches requirement | Strong trajectory | Active candidate"
CAND_0000165,221,0.7016,"Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0000083,222,0.7011,"Matches: faiss, langchain | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0095858,223,0.7008,"Matches: computer vision, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0095858,224,0.7008,"Matches: computer vision, langchain | Missing: valuation, rust | Below: 4y vs 5y needed | Strong trajectory"
CAND_0000361,225,0.7007,"Matches: faiss, langchain | Missing: valuation, rust | Over: 10y vs max 9y | Strong trajectory"
CAND_0004196,226,0.7007,"Matches: langchain, embeddings | Missing: valuation, rust | 7y exp matches requirement | Strong trajectory"
CAND_0003871,227,0.7005,"Matches: langchain | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory | Active candidate"
CAND_0007411,228,0.7005,"Matches: computer vision | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0007411,229,0.7005,"Matches: computer vision | Missing: valuation, rust | 8y exp matches requirement | Strong trajectory"
CAND_0003100,230,0.7003,"Matches: computer vision | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0001267,231,0.7002,"Matches: computer vision, embeddings | Missing: valuation, rust | 6y exp matches requirement | Strong trajectory"
CAND_0001921,232,0.7001,"Matches: faiss, langchain | Missing: valuation, rust | 5y exp matches requirement | Strong trajectory"
